silah_ismi,skin_ismi,nadirliği,koleksiyonu,kalitesi,fiyatı
Galil AR,Chatterbox,Covert,The Chroma Collection,Well-Worn,16.85
Galil AR,Chatterbox,Covert,The Chroma Collection,Battle-Scarred,9.83
Galil AR,Chatterbox,Covert,The Chroma Collection,StatTrak™Field-Tested,270.22
Galil AR,Chatterbox,Covert,The Chroma Collection,StatTrak™Well-Worn,70.01
Galil AR,Chatterbox,Covert,The Chroma Collection,StatTrak™Battle-Scarred,37.97
P250,Muertos,Classified,The Chroma Collection,Factory New,12.19
P250,Muertos,Classified,The Chroma Collection,Minimal Wear,8.68
P250,Muertos,Classified,The Chroma Collection,Field-Tested,7.15
P250,Muertos,Classified,The Chroma Collection,Well-Worn,6.8
P250,Muertos,Classified,The Chroma Collection,Battle-Scarred,6.95
P250,Muertos,Classified,The Chroma Collection,StatTrak™Factory New,33.88
P250,Muertos,Classified,The Chroma Collection,StatTrak™Minimal Wear,25.35
P250,Muertos,Classified,The Chroma Collection,StatTrak™Field-Tested,12.39
P250,Muertos,Classified,The Chroma Collection,StatTrak™Well-Worn,12.45
P250,Muertos,Classified,The Chroma Collection,StatTrak™Battle-Scarred,12.04
AK-47,Cartel,Classified,The Chroma Collection,Factory New,32.0
AK-47,Cartel,Classified,The Chroma Collection,Minimal Wear,22.34
AK-47,Cartel,Classified,The Chroma Collection,Field-Tested,15.52
AK-47,Cartel,Classified,The Chroma Collection,Well-Worn,17.79
AK-47,Cartel,Classified,The Chroma Collection,Battle-Scarred,15.91
AK-47,Cartel,Classified,The Chroma Collection,StatTrak™Factory New,109.13
AK-47,Cartel,Classified,The Chroma Collection,StatTrak™Minimal Wear,63.54
AK-47,Cartel,Classified,The Chroma Collection,StatTrak™Field-Tested,51.41
AK-47,Cartel,Classified,The Chroma Collection,StatTrak™Well-Worn,56.15
AK-47,Cartel,Classified,The Chroma Collection,StatTrak™Battle-Scarred,39.07
M4A4,龍王 (Dragon King),Classified,The Chroma Collection,Factory New,30.76
M4A4,龍王 (Dragon King),Classified,The Chroma Collection,Minimal Wear,15.95
M4A4,龍王 (Dragon King),Classified,The Chroma Collection,Field-Tested,8.66
M4A4,龍王 (Dragon King),Classified,The Chroma Collection,Well-Worn,9.89
M4A4,龍王 (Dragon King),Classified,The Chroma Collection,Battle-Scarred,8.22
M4A4,龍王 (Dragon King),Classified,The Chroma Collection,StatTrak™Factory New,87.34
M4A4,龍王 (Dragon King),Classified,The Chroma Collection,StatTrak™Minimal Wear,45.96
M4A4,龍王 (Dragon King),Classified,The Chroma Collection,StatTrak™Field-Tested,21.19
M4A4,龍王 (Dragon King),Classified,The Chroma Collection,StatTrak™Well-Worn,31.16
M4A4,龍王 (Dragon King),Classified,The Chroma Collection,StatTrak™Battle-Scarred,17.72
Sawed-Off,Serenity,Restricted,The Chroma Collection,Factory New,3.42
Sawed-Off,Serenity,Restricted,The Chroma Collection,Minimal Wear,2.16
Sawed-Off,Serenity,Restricted,The Chroma Collection,Field-Tested,1.43
Sawed-Off,Serenity,Restricted,The Chroma Collection,Well-Worn,1.01
Sawed-Off,Serenity,Restricted,The Chroma Collection,Battle-Scarred,1.14
Sawed-Off,Serenity,Restricted,The Chroma Collection,StatTrak™Factory New,10.39
Sawed-Off,Serenity,Restricted,The Chroma Collection,StatTrak™Minimal Wear,5.08
Sawed-Off,Serenity,Restricted,The Chroma Collection,StatTrak™Field-Tested,4.09
Sawed-Off,Serenity,Restricted,The Chroma Collection,StatTrak™Well-Worn,3.82
Sawed-Off,Serenity,Restricted,The Chroma Collection,StatTrak™Battle-Scarred,3.6
Desert Eagle,Naga,Restricted,The Chroma Collection,Factory New,6.14
Desert Eagle,Naga,Restricted,The Chroma Collection,Minimal Wear,2.77
Desert Eagle,Naga,Restricted,The Chroma Collection,Field-Tested,1.66
Desert Eagle,Naga,Restricted,The Chroma Collection,Well-Worn,1.48
Desert Eagle,Naga,Restricted,The Chroma Collection,Battle-Scarred,1.48
Desert Eagle,Naga,Restricted,The Chroma Collection,StatTrak™Factory New,24.09
Desert Eagle,Naga,Restricted,The Chroma Collection,StatTrak™Minimal Wear,6.76
Desert Eagle,Naga,Restricted,The Chroma Collection,StatTrak™Field-Tested,4.82
Desert Eagle,Naga,Restricted,The Chroma Collection,StatTrak™Well-Worn,4.25
Desert Eagle,Naga,Restricted,The Chroma Collection,StatTrak™Battle-Scarred,5.05
,Dual Berettas Urban Shock,Restricted,The Chroma Collection,Factory New,3.69
,Dual Berettas Urban Shock,Restricted,The Chroma Collection,Minimal Wear,2.14
,Dual Berettas Urban Shock,Restricted,The Chroma Collection,Field-Tested,1.68
,Dual Berettas Urban Shock,Restricted,The Chroma Collection,Well-Worn,1.76
,Dual Berettas Urban Shock,Restricted,The Chroma Collection,Battle-Scarred,1.01
,Dual Berettas Urban Shock,Restricted,The Chroma Collection,StatTrak™Factory New,9.15
,Dual Berettas Urban Shock,Restricted,The Chroma Collection,StatTrak™Minimal Wear,4.6
,Dual Berettas Urban Shock,Restricted,The Chroma Collection,StatTrak™Field-Tested,3.98
,Dual Berettas Urban Shock,Restricted,The Chroma Collection,StatTrak™Well-Worn,2.83
,Dual Berettas Urban Shock,Restricted,The Chroma Collection,StatTrak™Battle-Scarred,3.52
MAC-10,Malachite,Restricted,The Chroma Collection,Factory New,3.23
MAC-10,Malachite,Restricted,The Chroma Collection,Minimal Wear,2.3
MAC-10,Malachite,Restricted,The Chroma Collection,Field-Tested,1.71
MAC-10,Malachite,Restricted,The Chroma Collection,Well-Worn,1.69
MAC-10,Malachite,Restricted,The Chroma Collection,Battle-Scarred,1.42
MAC-10,Malachite,Restricted,The Chroma Collection,StatTrak™Factory New,10.59
MAC-10,Malachite,Restricted,The Chroma Collection,StatTrak™Minimal Wear,6.09
MAC-10,Malachite,Restricted,The Chroma Collection,StatTrak™Field-Tested,5.9
MAC-10,Malachite,Restricted,The Chroma Collection,StatTrak™Well-Worn,5.92
MAC-10,Malachite,Restricted,The Chroma Collection,StatTrak™Battle-Scarred,5.46
SCAR-20,Grotto,Mil-spec,The Chroma Collection,Factory New,0.6
SCAR-20,Grotto,Mil-spec,The Chroma Collection,Minimal Wear,0.39
SCAR-20,Grotto,Mil-spec,The Chroma Collection,Field-Tested,0.22
SCAR-20,Grotto,Mil-spec,The Chroma Collection,Well-Worn,0.38
SCAR-20,Grotto,Mil-spec,The Chroma Collection,Battle-Scarred,0.44
SCAR-20,Grotto,Mil-spec,The Chroma Collection,StatTrak™Factory New,1.56
SCAR-20,Grotto,Mil-spec,The Chroma Collection,StatTrak™Minimal Wear,0.99
SCAR-20,Grotto,Mil-spec,The Chroma Collection,StatTrak™Field-Tested,0.63
SCAR-20,Grotto,Mil-spec,The Chroma Collection,StatTrak™Well-Worn,0.59
SCAR-20,Grotto,Mil-spec,The Chroma Collection,StatTrak™Battle-Scarred,0.53
M249,System Lock,Mil-spec,The Chroma Collection,Factory New,0.61
M249,System Lock,Mil-spec,The Chroma Collection,Minimal Wear,0.3
M249,System Lock,Mil-spec,The Chroma Collection,Field-Tested,0.19
M249,System Lock,Mil-spec,The Chroma Collection,Well-Worn,0.28
M249,System Lock,Mil-spec,The Chroma Collection,Battle-Scarred,0.23
M249,System Lock,Mil-spec,The Chroma Collection,StatTrak™Factory New,2.1
M249,System Lock,Mil-spec,The Chroma Collection,StatTrak™Minimal Wear,0.92
M249,System Lock,Mil-spec,The Chroma Collection,StatTrak™Field-Tested,0.5
M249,System Lock,Mil-spec,The Chroma Collection,StatTrak™Well-Worn,1.05
M249,System Lock,Mil-spec,The Chroma Collection,StatTrak™Battle-Scarred,0.35
XM1014,Quicksilver,Mil-spec,The Chroma Collection,Factory New,0.53
XM1014,Quicksilver,Mil-spec,The Chroma Collection,Minimal Wear,0.34
XM1014,Quicksilver,Mil-spec,The Chroma Collection,Field-Tested,0.21
XM1014,Quicksilver,Mil-spec,The Chroma Collection,Well-Worn,0.24
XM1014,Quicksilver,Mil-spec,The Chroma Collection,Battle-Scarred,0.1
XM1014,Quicksilver,Mil-spec,The Chroma Collection,StatTrak™Factory New,1.72
XM1014,Quicksilver,Mil-spec,The Chroma Collection,StatTrak™Minimal Wear,1.04
XM1014,Quicksilver,Mil-spec,The Chroma Collection,StatTrak™Field-Tested,0.6
XM1014,Quicksilver,Mil-spec,The Chroma Collection,StatTrak™Well-Worn,0.56
XM1014,Quicksilver,Mil-spec,The Chroma Collection,StatTrak™Battle-Scarred,1.25
Glock-18,Catacombs,Mil-spec,The Chroma Collection,Factory New,0.98
Glock-18,Catacombs,Mil-spec,The Chroma Collection,Minimal Wear,0.57
Glock-18,Catacombs,Mil-spec,The Chroma Collection,Field-Tested,0.45
Glock-18,Catacombs,Mil-spec,The Chroma Collection,Well-Worn,0.55
Glock-18,Catacombs,Mil-spec,The Chroma Collection,Battle-Scarred,0.51
Glock-18,Catacombs,Mil-spec,The Chroma Collection,StatTrak™Factory New,2.77
Glock-18,Catacombs,Mil-spec,The Chroma Collection,StatTrak™Minimal Wear,1.49
Glock-18,Catacombs,Mil-spec,The Chroma Collection,StatTrak™Field-Tested,1.15
Glock-18,Catacombs,Mil-spec,The Chroma Collection,StatTrak™Well-Worn,1.65
Glock-18,Catacombs,Mil-spec,The Chroma Collection,StatTrak™Battle-Scarred,1.91
MP9,Deadly Poison,Mil-spec,The Chroma Collection,Factory New,2.87
MP9,Deadly Poison,Mil-spec,The Chroma Collection,Minimal Wear,0.91
MP9,Deadly Poison,Mil-spec,The Chroma Collection,Field-Tested,0.58
MP9,Deadly Poison,Mil-spec,The Chroma Collection,Well-Worn,0.45
MP9,Deadly Poison,Mil-spec,The Chroma Collection,Battle-Scarred,0.41
MP9,Deadly Poison,Mil-spec,The Chroma Collection,StatTrak™Factory New,8.54
MP9,Deadly Poison,Mil-spec,The Chroma Collection,StatTrak™Minimal Wear,2.24
MP9,Deadly Poison,Mil-spec,The Chroma Collection,StatTrak™Field-Tested,1.28
MP9,Deadly Poison,Mil-spec,The Chroma Collection,StatTrak™Well-Worn,1.06
MP9,Deadly Poison,Mil-spec,The Chroma Collection,StatTrak™Battle-Scarred,0.95
M4A1-S,Hyper Beast,Covert,The Chroma 2 Collection,Factory New,143.13
M4A1-S,Hyper Beast,Covert,The Chroma 2 Collection,Minimal Wear,65.16
M4A1-S,Hyper Beast,Covert,The Chroma 2 Collection,Field-Tested,27.98
M4A1-S,Hyper Beast,Covert,The Chroma 2 Collection,Well-Worn,20.59
M4A1-S,Hyper Beast,Covert,The Chroma 2 Collection,Battle-Scarred,19.12
M4A1-S,Hyper Beast,Covert,The Chroma 2 Collection,StatTrak™Factory New,459.99
M4A1-S,Hyper Beast,Covert,The Chroma 2 Collection,StatTrak™Minimal Wear,134.98
M4A1-S,Hyper Beast,Covert,The Chroma 2 Collection,StatTrak™Field-Tested,66.43
M4A1-S,Hyper Beast,Covert,The Chroma 2 Collection,StatTrak™Well-Worn,53.69
M4A1-S,Hyper Beast,Covert,The Chroma 2 Collection,StatTrak™Battle-Scarred,42.91
MAC-10,Neon Rider,Covert,The Chroma 2 Collection,Factory New,14.73
MAC-10,Neon Rider,Covert,The Chroma 2 Collection,Minimal Wear,7.54
MAC-10,Neon Rider,Covert,The Chroma 2 Collection,Field-Tested,8.73
MAC-10,Neon Rider,Covert,The Chroma 2 Collection,Well-Worn,9.17
MAC-10,Neon Rider,Covert,The Chroma 2 Collection,StatTrak™Factory New,47.22
MAC-10,Neon Rider,Covert,The Chroma 2 Collection,StatTrak™Minimal Wear,32.37
MAC-10,Neon Rider,Covert,The Chroma 2 Collection,StatTrak™Field-Tested,23.43
MAC-10,Neon Rider,Covert,The Chroma 2 Collection,StatTrak™Well-Worn,26.61
Five-SeveN,Monkey Business,Classified,The Chroma 2 Collection,Minimal Wear,15.31
Five-SeveN,Monkey Business,Classified,The Chroma 2 Collection,Field-Tested,3.12
Five-SeveN,Monkey Business,Classified,The Chroma 2 Collection,Well-Worn,2.7
Five-SeveN,Monkey Business,Classified,The Chroma 2 Collection,Battle-Scarred,2.62
Five-SeveN,Monkey Business,Classified,The Chroma 2 Collection,StatTrak™Minimal Wear,46.41
Five-SeveN,Monkey Business,Classified,The Chroma 2 Collection,StatTrak™Field-Tested,7.37
Five-SeveN,Monkey Business,Classified,The Chroma 2 Collection,StatTrak™Well-Worn,6.41
Five-SeveN,Monkey Business,Classified,The Chroma 2 Collection,StatTrak™Battle-Scarred,5.41
FAMAS,Djinn,Classified,The Chroma 2 Collection,Factory New,15.39
FAMAS,Djinn,Classified,The Chroma 2 Collection,Minimal Wear,6.44
FAMAS,Djinn,Classified,The Chroma 2 Collection,Field-Tested,3.0
FAMAS,Djinn,Classified,The Chroma 2 Collection,Well-Worn,2.94
FAMAS,Djinn,Classified,The Chroma 2 Collection,Battle-Scarred,2.59
FAMAS,Djinn,Classified,The Chroma 2 Collection,StatTrak™Factory New,39.09
FAMAS,Djinn,Classified,The Chroma 2 Collection,StatTrak™Minimal Wear,11.96
FAMAS,Djinn,Classified,The Chroma 2 Collection,StatTrak™Field-Tested,5.79
FAMAS,Djinn,Classified,The Chroma 2 Collection,StatTrak™Well-Worn,4.34
FAMAS,Djinn,Classified,The Chroma 2 Collection,StatTrak™Battle-Scarred,4.01
Galil AR,Eco,Classified,The Chroma 2 Collection,Minimal Wear,46.69
Galil AR,Eco,Classified,The Chroma 2 Collection,Field-Tested,7.81
Galil AR,Eco,Classified,The Chroma 2 Collection,Well-Worn,4.63
Galil AR,Eco,Classified,The Chroma 2 Collection,Battle-Scarred,3.95
Galil AR,Eco,Classified,The Chroma 2 Collection,StatTrak™Minimal Wear,105.0
Galil AR,Eco,Classified,The Chroma 2 Collection,StatTrak™Field-Tested,14.34
Galil AR,Eco,Classified,The Chroma 2 Collection,StatTrak™Well-Worn,8.47
Galil AR,Eco,Classified,The Chroma 2 Collection,StatTrak™Battle-Scarred,7.96
AWP,Worm God,Restricted,The Chroma 2 Collection,Factory New,3.57
AWP,Worm God,Restricted,The Chroma 2 Collection,Minimal Wear,2.41
AWP,Worm God,Restricted,The Chroma 2 Collection,Field-Tested,1.98
AWP,Worm God,Restricted,The Chroma 2 Collection,Well-Worn,2.24
AWP,Worm God,Restricted,The Chroma 2 Collection,StatTrak™Factory New,9.45
AWP,Worm God,Restricted,The Chroma 2 Collection,StatTrak™Minimal Wear,6.16
AWP,Worm God,Restricted,The Chroma 2 Collection,StatTrak™Field-Tested,5.59
AWP,Worm God,Restricted,The Chroma 2 Collection,StatTrak™Well-Worn,6.45
MAG-7,Heat,Restricted,The Chroma 2 Collection,Factory New,3.67
MAG-7,Heat,Restricted,The Chroma 2 Collection,Minimal Wear,1.12
MAG-7,Heat,Restricted,The Chroma 2 Collection,Field-Tested,0.62
MAG-7,Heat,Restricted,The Chroma 2 Collection,Well-Worn,0.52
MAG-7,Heat,Restricted,The Chroma 2 Collection,Battle-Scarred,0.5
MAG-7,Heat,Restricted,The Chroma 2 Collection,StatTrak™Factory New,9.86
MAG-7,Heat,Restricted,The Chroma 2 Collection,StatTrak™Minimal Wear,3.42
MAG-7,Heat,Restricted,The Chroma 2 Collection,StatTrak™Field-Tested,1.32
MAG-7,Heat,Restricted,The Chroma 2 Collection,StatTrak™Well-Worn,0.99
MAG-7,Heat,Restricted,The Chroma 2 Collection,StatTrak™Battle-Scarred,1.0
UMP-45,Grand Prix,Restricted,The Chroma 2 Collection,Field-Tested,0.55
UMP-45,Grand Prix,Restricted,The Chroma 2 Collection,StatTrak™Field-Tested,0.92
CZ75-Auto,Pole Position,Restricted,The Chroma 2 Collection,Factory New,2.9
CZ75-Auto,Pole Position,Restricted,The Chroma 2 Collection,Minimal Wear,1.26
CZ75-Auto,Pole Position,Restricted,The Chroma 2 Collection,Field-Tested,0.52
CZ75-Auto,Pole Position,Restricted,The Chroma 2 Collection,Well-Worn,0.6
CZ75-Auto,Pole Position,Restricted,The Chroma 2 Collection,Battle-Scarred,0.52
CZ75-Auto,Pole Position,Restricted,The Chroma 2 Collection,StatTrak™Factory New,7.22
CZ75-Auto,Pole Position,Restricted,The Chroma 2 Collection,StatTrak™Minimal Wear,2.85
CZ75-Auto,Pole Position,Restricted,The Chroma 2 Collection,StatTrak™Field-Tested,1.0
CZ75-Auto,Pole Position,Restricted,The Chroma 2 Collection,StatTrak™Well-Worn,1.15
CZ75-Auto,Pole Position,Restricted,The Chroma 2 Collection,StatTrak™Battle-Scarred,1.05
P250,Valence,Mil-spec,The Chroma 2 Collection,Factory New,0.96
P250,Valence,Mil-spec,The Chroma 2 Collection,Minimal Wear,0.31
P250,Valence,Mil-spec,The Chroma 2 Collection,Field-Tested,0.14
P250,Valence,Mil-spec,The Chroma 2 Collection,Well-Worn,0.3
P250,Valence,Mil-spec,The Chroma 2 Collection,Battle-Scarred,0.16
P250,Valence,Mil-spec,The Chroma 2 Collection,StatTrak™Factory New,3.7
P250,Valence,Mil-spec,The Chroma 2 Collection,StatTrak™Minimal Wear,1.25
P250,Valence,Mil-spec,The Chroma 2 Collection,StatTrak™Field-Tested,0.47
P250,Valence,Mil-spec,The Chroma 2 Collection,StatTrak™Well-Worn,0.88
P250,Valence,Mil-spec,The Chroma 2 Collection,StatTrak™Battle-Scarred,0.38
Sawed-Off,Origami,Mil-spec,The Chroma 2 Collection,Factory New,0.4
Sawed-Off,Origami,Mil-spec,The Chroma 2 Collection,Minimal Wear,0.21
Sawed-Off,Origami,Mil-spec,The Chroma 2 Collection,Field-Tested,0.13
Sawed-Off,Origami,Mil-spec,The Chroma 2 Collection,Well-Worn,0.18
Sawed-Off,Origami,Mil-spec,The Chroma 2 Collection,Battle-Scarred,0.1
Sawed-Off,Origami,Mil-spec,The Chroma 2 Collection,StatTrak™Factory New,1.51
Sawed-Off,Origami,Mil-spec,The Chroma 2 Collection,StatTrak™Minimal Wear,0.63
Sawed-Off,Origami,Mil-spec,The Chroma 2 Collection,StatTrak™Field-Tested,0.27
Sawed-Off,Origami,Mil-spec,The Chroma 2 Collection,StatTrak™Well-Worn,0.37
Sawed-Off,Origami,Mil-spec,The Chroma 2 Collection,StatTrak™Battle-Scarred,0.26
Negev,Man-o'-war,Mil-spec,The Chroma 2 Collection,Minimal Wear,0.16
Negev,Man-o'-war,Mil-spec,The Chroma 2 Collection,Field-Tested,0.15
Negev,Man-o'-war,Mil-spec,The Chroma 2 Collection,StatTrak™Minimal Wear,0.64
Negev,Man-o'-war,Mil-spec,The Chroma 2 Collection,StatTrak™Field-Tested,0.51
Desert Eagle,Bronze Deco,Mil-spec,The Chroma 2 Collection,Factory New,0.53
Desert Eagle,Bronze Deco,Mil-spec,The Chroma 2 Collection,Minimal Wear,0.28
Desert Eagle,Bronze Deco,Mil-spec,The Chroma 2 Collection,Field-Tested,0.17
Desert Eagle,Bronze Deco,Mil-spec,The Chroma 2 Collection,Well-Worn,0.18
Desert Eagle,Bronze Deco,Mil-spec,The Chroma 2 Collection,Battle-Scarred,0.46
Desert Eagle,Bronze Deco,Mil-spec,The Chroma 2 Collection,StatTrak™Factory New,1.99
Desert Eagle,Bronze Deco,Mil-spec,The Chroma 2 Collection,StatTrak™Minimal Wear,1.31
Desert Eagle,Bronze Deco,Mil-spec,The Chroma 2 Collection,StatTrak™Field-Tested,0.8
Desert Eagle,Bronze Deco,Mil-spec,The Chroma 2 Collection,StatTrak™Well-Worn,0.96
Desert Eagle,Bronze Deco,Mil-spec,The Chroma 2 Collection,StatTrak™Battle-Scarred,2.99
AK-47,Elite Build,Mil-spec,The Chroma 2 Collection,Factory New,9.21
AK-47,Elite Build,Mil-spec,The Chroma 2 Collection,Minimal Wear,3.09
AK-47,Elite Build,Mil-spec,The Chroma 2 Collection,Field-Tested,2.08
AK-47,Elite Build,Mil-spec,The Chroma 2 Collection,Well-Worn,1.44
AK-47,Elite Build,Mil-spec,The Chroma 2 Collection,Battle-Scarred,1.5
AK-47,Elite Build,Mil-spec,The Chroma 2 Collection,StatTrak™Factory New,34.23
AK-47,Elite Build,Mil-spec,The Chroma 2 Collection,StatTrak™Minimal Wear,10.85
AK-47,Elite Build,Mil-spec,The Chroma 2 Collection,StatTrak™Field-Tested,6.23
AK-47,Elite Build,Mil-spec,The Chroma 2 Collection,StatTrak™Well-Worn,4.99
AK-47,Elite Build,Mil-spec,The Chroma 2 Collection,StatTrak™Battle-Scarred,5.75
MP7,Armor Core,Mil-spec,The Chroma 2 Collection,Factory New,0.93
MP7,Armor Core,Mil-spec,The Chroma 2 Collection,Minimal Wear,0.2
MP7,Armor Core,Mil-spec,The Chroma 2 Collection,Field-Tested,0.14
MP7,Armor Core,Mil-spec,The Chroma 2 Collection,Well-Worn,0.19
MP7,Armor Core,Mil-spec,The Chroma 2 Collection,Battle-Scarred,0.09
MP7,Armor Core,Mil-spec,The Chroma 2 Collection,StatTrak™Factory New,1.03
MP7,Armor Core,Mil-spec,The Chroma 2 Collection,StatTrak™Minimal Wear,0.58
MP7,Armor Core,Mil-spec,The Chroma 2 Collection,StatTrak™Field-Tested,0.37
MP7,Armor Core,Mil-spec,The Chroma 2 Collection,StatTrak™Well-Worn,0.36
MP7,Armor Core,Mil-spec,The Chroma 2 Collection,StatTrak™Battle-Scarred,0.36
Glock-18,Twilight Galaxy,Classified,The Chop Shop Collection,Factory New,238.98
Glock-18,Twilight Galaxy,Classified,The Chop Shop Collection,Minimal Wear,199.04
Glock-18,Twilight Galaxy,Classified,The Chop Shop Collection,Field-Tested,155.39
,Dual Berettas Duelist,Restricted,The Chop Shop Collection,Factory New,222.01
,Dual Berettas Duelist,Restricted,The Chop Shop Collection,Minimal Wear,173.8
,Dual Berettas Duelist,Restricted,The Chop Shop Collection,Field-Tested,153.98
,Dual Berettas Duelist,Restricted,The Chop Shop Collection,Well-Worn,145.27
,Dual Berettas Duelist,Restricted,The Chop Shop Collection,Battle-Scarred,158.38
SG 553,Bulldozer,Restricted,The Chop Shop Collection,Factory New,198.44
SG 553,Bulldozer,Restricted,The Chop Shop Collection,Minimal Wear,203.65
SG 553,Bulldozer,Restricted,The Chop Shop Collection,Field-Tested,195.2
SG 553,Bulldozer,Restricted,The Chop Shop Collection,Well-Worn,115.0
SG 553,Bulldozer,Restricted,The Chop Shop Collection,Battle-Scarred,194.71
P250,Whiteout,Mil-spec,The Chop Shop Collection,Factory New,172.5
P250,Whiteout,Mil-spec,The Chop Shop Collection,Minimal Wear,46.0
P250,Whiteout,Mil-spec,The Chop Shop Collection,Field-Tested,42.64
